first_committed_at	commit	file
2026-08-22T15:35:24+02:00	82347036be	answer-book/questions/ts_ipe_m1a_pt_saq_reciprocal_squares.json
2026-08-22T15:35:24+02:00	82347036be	answer-book/questions/ts_ipe_m1a_pt_saq_sec_squared_equal.json
2026-08-22T15:35:24+02:00	82347036be	answer-book/questions/ts_ipe_m1a_pt_sin_theta_a_over_b_plus_c.json
2026-08-22T16:33:16+02:00	0e23186862	answer-book/questions/ts_ipe_m1a_av_sqp_chain_od.json
2026-08-22T16:33:16+02:00	0e23186862	answer-book/questions/ts_ipe_m1a_fn_sqp_bijection_inverse.json
2026-08-22T16:33:16+02:00	0e23186862	answer-book/questions/ts_ipe_m1a_fn_sqp_seven_operations.json
2026-08-22T16:33:16+02:00	0e23186862	answer-book/questions/ts_ipe_m1a_it_sqp_tan_inverse_zero.json
2026-08-22T16:33:16+02:00	0e23186862	answer-book/questions/ts_ipe_m1a_mat_sqp_ab_transpose.json
2026-08-22T16:33:16+02:00	0e23186862	answer-book/questions/ts_ipe_m1a_mat_sqp_adj_three_at.json
2026-08-22T16:33:16+02:00	0e23186862	answer-book/questions/ts_ipe_m1a_mat_sqp_construct_3x2.json
2026-08-22T16:33:16+02:00	0e23186862	answer-book/questions/ts_ipe_m1a_mat_sqp_i_squared_minus_i.json
2026-08-22T16:33:16+02:00	0e23186862	answer-book/questions/ts_ipe_m1a_mat_sqp_omega_determinant.json
2026-08-22T16:33:16+02:00	0e23186862	answer-book/questions/ts_ipe_m1a_mat_sqp_rank_test.json
2026-08-22T16:33:16+02:00	0e23186862	answer-book/questions/ts_ipe_m1a_mat_sqp_rotation_inverse.json
2026-08-22T16:33:16+02:00	0e23186862	answer-book/questions/ts_ipe_m1a_mat_sqp_scalar_fourth_power.json
2026-08-22T16:33:16+02:00	0e23186862	answer-book/questions/ts_ipe_m1a_mat_sqp_transpose_inverse.json
